source,target
773,981
773,1906
773,3217
773,6199
773,7909
773,8654
773,10433
773,21776
773,31190
773,74815
773,81585
773,82423
773,94912
774,1224
774,1677
774,4889
774,7989
774,8038
774,14702
774,14733
774,18533
774,34649
774,73904
775,1118
775,1544
775,1637
775,9189
775,10289
775,18376
775,35664
775,61934
776,911
776,2491
776,2525
776,3963
776,5751
776,8501
776,9133
776,11454
776,51034
777,1184
778,1725
778,3263
778,8924
778,12384
778,40754
778,99791
779,15062
779,15942
779,70995
780,2107
780,8166
780,10475
780,14880
780,53916
780,63624
780,88507
781,906
781,2293
781,2745
781,6434
781,10351
781,10845
781,15612
781,35336
781,63536
782,1142
782,1292
782,1403
782,4419
782,7594
782,11290
782,26409
782,66929
782,75090
783,2604
783,8126
783,10978
783,14750
783,30612
783,87717
784,3630
784,8662
784,22808
784,50799
785,8211
785,9306
785,77130
785,81321
785,83454
786,5179
786,12342
786,48023
786,91992
787,4671
787,23530
788,1648
788,2469
788,5802
788,36178
788,37700
788,50080
788,74913
789,6305
789,10781
789,26004
789,33429
789,57988
789,71466
790,958
790,4975
790,6248
790,11588
790,16360
790,17788
790,31007
790,66151
790,69209
790,84394
791,868
791,3539
791,24419
791,25214
791,29714
791,61385
791,70690
791,75937
792,1071
792,10085
792,30754
792,85600
793,1650
793,6111
793,16129
793,42649
793,89044
794,1180
794,9733
794,29436
794,38857
794,66511
795,13347
795,36790
796,1621
796,6827
796,27665
796,77889
796,83483
797,1384
797,4851
797,6647
797,9594
797,16457
797,99308
798,1098
798,1872
798,5240
798,10611
798,11128
798,13677
798,14066
798,16732
798,23110
798,38703
799,9232
799,39067
799,56043
800,16282
800,63832
801,1636
801,2007
801,3975
801,4227
801,6264
801,14700
801,18343
801,26420
801,39029
801,49502
802,2275
802,9017
802,10926
802,28231
802,32140
802,49007
802,51753
802,52811
802,63802
802,95151
803,839
803,922
803,962
803,1320
803,1649
803,1748
803,2001
803,2707
803,4402
803,5050
803,7245
803,19245
803,19568
803,20234
804,828
804,1006
804,1428
804,3770
804,7042
804,10703
804,16337
804,19459
804,23649
804,30122
804,65597
804,94764
804,99129
805,28442
805,43670
806,1022
806,1084
806,19601
806,83690
807,3764
807,4056
807,4092
807,6929
807,9515
807,32066
807,62387
807,79391
808,1375
808,38638
809,1673
809,7335
809,8685
809,14050
809,19580
809,19831
809,26704
809,58469
809,64165
810,2496
810,3873
810,12017
810,12732
810,56642
811,1120
811,2080
811,5603
811,5877
811,11440
811,13018
811,41908
811,92857
812,26967
812,34035
812,41389
813,896
813,2052
813,2334
813,2512
813,2705
813,4992
813,7099
813,12306
813,18444
813,21320
813,21545
813,24237
813,26425
813,33505
813,34630
813,66786
814,2572
814,5999
814,6078
814,19375
814,26666
814,40193
814,64923
814,71740
814,77589
814,93176
815,6622
815,12717
815,22348
816,865
816,2920
816,3430
816,4613
816,5175
816,5254
816,8097
816,9336
816,12045
816,13418
816,14093
816,41862
816,52207
816,56101
816,89526
816,91569
817,3607
817,4717
817,11598
817,12738
817,20192
817,30571
817,33426
817,75359
817,78884
817,82564
817,98501
818,1681
818,6447
818,11181
818,39817
819,1514
819,1751
819,2622
819,2670
819,5005
819,11016
819,22589
819,22946
819,24403
819,26291
819,34624
819,48868
819,74114
819,74194
819,92681
820,1373
820,12605
820,14958
820,22233
820,24341
820,25033
820,69333
821,2520
821,62554
822,1416
822,1935
822,2633
822,13554
822,16723
822,37073
822,48040
822,52627
822,66879
822,76458
823,38120
823,46235
823,76244
824,1911
824,42700
825,25300
825,28902
825,55879
825,61255
826,969
826,1534
826,1667
826,1835
826,2023
826,2832
826,2900
826,3642
826,3662
826,6263
826,13557
826,20413
826,25180
826,87876
826,88796
826,98689
827,1259
827,2200
827,2812
827,3020
827,4133
827,12558
827,30027
827,79817
828,2063
828,15214
828,29324
828,44583
829,1144
829,17290
829,30369
830,2091
830,28539
830,66086
831,1102
831,6825
831,24993
831,36920
831,39002
832,6488
832,8844
832,23357
832,60846
833,5541
833,27272
833,29078
833,58997
833,59092
833,62784
835,3015
835,4909
835,6939
835,8014
835,9109
835,50071
835,68760
835,87034
836,16274
836,16347
836,40565
836,78614
837,983
837,1327
837,3379
837,4251
837,7420
837,12904
837,14381
837,16753
837,47074
837,71619
837,80948
838,888
838,915
838,3555
838,7942
838,9260
838,14262
838,45067
838,55012
838,58622
838,85817
838,98917
839,21425
840,3264
840,3916
840,4231
840,9532
840,9716
840,12347
840,13748
840,31527
840,31750
840,51907
841,2228
841,3643
841,4352
841,8151
841,11038
841,15392
841,20657
841,27248
841,33565
841,96984
842,1154
842,2813
842,3189
842,13118
842,19919
843,17127
843,40374
843,46301
844,940
844,1489
844,27194
844,48139
845,13694
845,13861
845,33869
846,887
846,897
846,907
846,1277
846,1604
846,2299
846,2556
846,3301
846,5474
846,10183
846,10974
846,19255
846,22493
846,33891
846,37518
846,38583
846,43860
847,850
847,10036
847,32434
847,63962
847,98806
848,925
848,2033
848,2503
848,6419
848,7372
848,10763
848,12380
848,18852
848,23495
848,27777
848,49224
848,82479
849,1541
849,5147
849,8912
849,65974
850,1290
850,1749
850,6811
850,9942
850,53691
850,57194
851,2766
851,4733
851,71340
852,3511
852,8213
852,12388
852,13988
852,14925
852,36727
852,43169
852,53913
852,54359
852,55919
852,71644
853,2494
853,2902
853,8183
853,15893
854,1343
854,19632
854,72061
855,1004
855,1007
855,1399
855,15621
856,9689
856,12084
856,35969
856,89814
857,1758
857,2344
857,8957
857,69599
857,75638
858,1014
858,1052
858,5075
858,5757
858,9269
858,10224
858,12920
858,14395
858,16555
858,31093
859,870
859,1361
859,17437
859,19511
859,34178
859,54562
859,63344
860,1418
860,2193
860,9423
860,17136
860,57784
861,2741
861,5126
861,11962
861,30995
861,38715
861,43137
861,49230
861,53420
861,74746
862,1171
862,2774
862,15008
862,35535
862,39130
862,41200
862,63523
862,67576
863,3612
863,5081
863,19823
863,23373
863,26187
863,48323
863,53298
864,18569
864,25536
864,28530
864,44886
864,70915
864,79497
865,1311
865,11213
865,16622
865,19547
865,22722
865,26233
865,47980
866,3907
866,10136
866,84094
867,4175
867,11073
867,11305
867,12142
867,22778
867,27460
867,50043
867,58164
867,76183
868,1045
868,3129
868,7741
868,10083
868,14931
868,42785
868,95732
869,3114
869,3313
869,3792
869,5512
869,6060
869,6362
869,7585
869,9053
869,10511
869,10895
869,11062
869,15178
869,33604
869,38002
869,39019
869,63310
869,69139
869,72227
870,938
870,15788
870,36963
871,3112
871,23594
871,31240
871,33720
871,47397
872,1296
872,2265
872,2915
872,3498
872,3753
872,3868
872,9692
872,21672
872,23165
872,24535
872,29242
872,48618
872,49203
872,51817
872,58675
872,63566
872,81397
872,90963
873,955
873,1462
873,5857
873,8830
873,75728
873,77517
874,9851
874,23352
874,26678
874,68526
874,83368
874,90062
875,1626
875,3915
875,5480
875,8283
875,11647
875,41064
875,99665
876,36574
876,44232
876,50970
877,2020
877,5076
877,14810
877,47493
877,78036
877,87375
878,20281
878,41199
879,8208
879,12362
879,14815
879,40426
879,49426
879,50813
879,81542
879,82204
879,88668
879,98381
880,1950
881,1440
881,2427
881,2437
881,17190
881,20107
881,27355
881,32892
881,38349
881,53059
881,66632
881,67761
882,1465
882,2471
882,3022
882,3442
882,4150
882,5691
882,8878
882,20825
882,21632
882,28769
882,42492
882,66554
882,74357
882,81367
882,90028
883,1033
883,1623
883,3308
883,3366
883,7561
883,8461
883,10173
883,18146
883,26911
883,28059
883,33366
883,73395
884,1308
884,2281
884,5176
884,26173
884,30865
884,55084
884,98323
885,2555
885,6581
885,14120
885,36321
885,70606
886,944
886,5215
886,6494
886,27198
886,77350
886,84777
887,22742
888,1556
888,1612
888,1674
888,3185
888,9158
888,13060
888,31177
888,43857
889,1737
889,4109
889,16285
889,16763
889,31133
889,52600
889,61140
889,61353
890,2234
890,3297
890,3377
890,5234
890,14569
890,39172
890,52954
890,60525
890,93159
891,3286
891,29512
891,52023
892,913
892,1029
892,2600
892,4883
892,6876
892,8570
892,9173
892,26772
892,54936
892,73717
893,9960
893,30212
893,39538
893,49595
893,58625
893,82406
894,1769
894,5018
894,11402
894,19398
894,27582
894,36207
894,58131
895,1446
895,21546
895,30387
895,71769
896,1378
896,2242
896,5901
896,6925
896,24931
896,55280
896,76779
897,996
897,1008
897,1021
897,1082
897,1090
897,15351
897,25674
897,77756
898,4752
898,4849
898,11283
898,45190
898,52976
898,94390
899,3090
899,20665
899,32375
899,35085
899,52621
900,1441
900,1659
900,2663
900,3766
900,4942
900,51252
900,69686
901,3018
901,3033
901,11542
901,15456
901,16173
901,17400
901,23888
901,30700
901,49704
901,64485
902,950
902,1750
902,3389
902,9816
902,11295
902,21812
902,43042
902,44303
902,61246
902,63561
902,65170
903,1493
903,2261
903,2476
903,3416
903,9794
903,18474
903,18892
903,36804
903,40158
903,61898
903,77558
904,2560
904,10300
905,1091
905,1197
905,2653
905,3100
905,4911
905,10556
905,17929
905,34698
905,97390
906,1199
906,1954
906,2468
906,4275
906,4502
906,4743
906,26449
906,32798
906,39766
906,48523
907,5637
907,55274
907,89503
908,2513
908,2934
908,3985
908,5586
908,6108
908,8627
908,9742
908,13546
908,18005
908,22680
909,965
909,2776
909,3109
909,4382
909,7514
909,9888
909,25555
909,27276
909,46501
909,52655
909,54356
909,68347
909,70523
909,89275
910,1002
910,1284
910,2040
910,3528
910,8133
910,16684
910,28388
910,37409
910,37431
910,39531
910,40714
910,54581
910,72141
911,1196
911,2740
911,2838
911,4108
911,4116
911,24996
911,26230
911,34856
911,38328
911,61593
911,67972
912,1356
912,2881
912,3613
912,3858
912,6067
912,7093
912,33395
912,51281
912,54799
912,63501
913,4165
913,11940
913,12986
913,31318
913,32249
913,39207
914,36989
914,69577
914,71141
915,2410
915,2785
915,2976
915,3665
915,6501
915,14922
915,16629
915,24770
915,36831
915,67142
915,71912
915,90559
916,2568
916,20006
917,1752
917,9090
917,12911
917,15081
917,23333
917,24155
917,62885
918,1561
918,7241
918,21354
918,22270
918,42001
918,50739
918,77355
918,83249
919,2306
919,3394
919,3516
919,6155
919,35348
919,41865
919,42289
920,6550
920,22951
920,39345
920,40267
920,56538
920,59857
921,1212
921,1219
921,4154
921,6449
921,7113
921,13425
921,15114
921,45462
921,59905
921,64039
921,67208
921,67689
922,1456
922,3179
922,7971
922,9108
922,32411
923,1046
923,3582
923,4821
923,6758
923,15871
923,18579
924,3044
924,5726
924,22879
924,36933
924,68496
924,78920
924,97951
925,6435
925,16955
925,19166
925,23712
925,24414
925,25320
925,25490
925,50743
925,97664
926,4943
926,10203
926,13137
926,21615
926,22282
927,9824
927,13859
927,15959
927,34370
927,50720
928,3436
928,3902
928,9142
928,11671
928,14536
928,53741
928,59638
929,3940
929,9769
929,12584
929,30417
929,41089
929,91213
930,2763
930,4983
930,7456
930,10299
930,10916
930,14759
930,26534
930,26829
930,33936
930,40570
930,61143
930,84255
930,88152
931,1315
931,1537
931,2640
931,2829
931,4265
931,6476
931,7306
931,11438
931,18373
931,20240
931,40086
931,44403
931,51537
931,51808
931,54925
932,989
932,1744
932,1779
932,2168
932,6801
932,45415
933,7415
933,24845
934,4242
934,11331
934,17644
934,24586
934,51454
934,75306
935,954
935,2300
935,3183
935,5419
935,5878
935,7184
935,7633
935,9868
936,968
936,1176
936,1925
936,2755
936,3026
936,10850
936,18121
936,29504
936,33536
936,74183
937,1838
937,3181
937,3775
937,4561
937,13267
937,43650
938,6266
938,16007
938,29407
938,35196
938,38945
938,51471
938,83632
939,3049
939,4065
939,8230
939,41718
939,45166
939,49977
939,59673
939,74423
940,1573
940,5774
940,14698
940,15651
940,23540
940,91713
941,2387
941,24598
941,45200
941,55476
941,94022
942,2566
942,3186
942,3861
942,4389
942,6300
942,8252
942,17977
942,22938
942,25152
942,53776
942,53898
942,62578
943,4517
943,7081
943,7620
943,15181
943,25822
943,71366
943,78511
943,97137
944,1652
944,2903
944,3280
944,3459
944,5241
944,13460
944,23339
944,30599
944,34162
944,39555
944,45131
944,51883
944,99117
945,5020
945,54569
946,985
946,992
946,2364
946,20859
946,53553
946,58436
946,65371
947,1524
947,1817
947,3261
947,4093
947,4869
947,14695
947,14991
947,16122
947,32644
947,51513
947,56977
947,57257
948,2365
948,3417
949,1200
949,1709
949,2580
949,5006
949,13584
949,39357
949,39905
950,16715
950,34748
950,54509
950,62708
951,1854
951,3681
951,6296
951,6389
951,8622
951,11383
951,13300
951,17256
951,27166
951,36658
953,2651
953,11330
953,21853
953,24930
953,46237
953,97733
954,1461
954,1780
954,4828
954,6249
954,7039
954,27144
954,28815
954,30109
954,40288
955,1208
955,2000
955,2057
955,3927
955,5589
955,8533
955,10030
955,14135
955,66248
956,1476
956,5869
956,7406
956,11763
956,12933
956,16088
956,16797
956,18906
956,21331
956,36611
957,1072
957,3548
957,8611
957,9677
957,19151
957,25770
957,42689
958,3788
958,25423
958,33702
958,35168
959,1252
959,3614
959,5839
959,8123
959,8440
959,9057
959,22531
959,24854
959,47778
959,58330
959,66284
959,73415
960,2757
960,32150
960,95620
961,1286
961,1894
961,1898
961,27083
961,33881
961,75731
961,80341
962,17281
962,25570
963,5295
963,12523
963,38442
963,72365
963,72554
963,83040
964,6283
964,13404
964,69868
965,1467
965,2279
965,2789
965,3259
965,8663
965,12835
965,56369
965,74595
965,82971
966,1047
966,1743
966,1946
966,4396
966,18925
966,29988
966,40311
966,87027
967,1563
967,1787
967,2989
967,4293
967,5211
967,7648
967,18353
967,22515
967,23378
967,41265
967,58884
967,60325
967,69669
967,87858
967,92585
968,3038
968,6229
968,8640
968,11682
968,12945
968,17684
968,23451
968,41116
968,49934
968,69455
968,89035
968,94020
970,2027
970,2440
970,5876
970,6489
970,13277
970,17655
970,62664
970,98147
971,4825
971,15437
971,19464
971,26894
971,61811
972,2611
972,2658
972,3318
972,7494
972,7579
972,11858
972,19068
972,22642
973,1574
973,2071
973,3790
973,4698
973,5030
973,5756
973,12826
973,39123
973,55563
974,1097
974,2552
974,3742
974,3796
974,12501
974,14296
974,21082
974,30944
974,36299
974,67660
975,2373
975,2897
975,6466
975,9051
975,12901
975,22483
975,31281
975,87185
975,94466
975,95459
976,2175
976,2195
976,2709
976,3420
976,4074
976,4272
976,5327
976,9016
976,11825
976,14146
976,18213
976,31843
976,39165
976,47209
976,65905
976,91258
977,7474
977,9724
977,40844
977,50332
978,2111
978,43873
978,53344
978,66362
979,9871
979,14399
979,21097
979,34119
979,78960
980,57947
980,90701
981,5271
981,11111
981,72371
982,4218
982,32305
982,77450
982,77866
982,82377
983,1192
983,1774
983,11883
983,16877
983,36888
983,44704
983,45405
983,87332
984,3216
984,7572
984,8138
984,47506
985,2201
985,35290
985,93912
986,24647
986,61883
986,93952
987,7654
987,16769
988,3977
988,5232
988,15984
988,18697
988,28377
988,44880
988,64160
989,8169
989,17209
989,19377
989,48261
990,1346
990,1542
990,2872
990,2980
990,3570
990,5433
990,9985
990,14799
990,15435
990,17251
990,41364
990,60038
990,72894
990,91259
992,1638
992,1695
992,2013
992,4699
992,4906
992,9425
992,12099
992,19094
992,30540
993,6600
993,10247
993,10604
993,10769
993,65339
993,72838
994,2564
994,3594
994,9684
994,55004
994,58192
994,70505
995,3267
995,9740
995,17443
996,4006
996,5842
996,6259
996,10627
996,11230
996,14740
996,27535
996,35715
996,47267
996,66860
997,1603
997,3303
997,6800
997,36234
997,58941
997,59886
997,76078
997,91332
998,1080
998,2497
998,2971
998,5184
998,6424
998,13093
998,26806
998,34254
998,41244
998,57367
998,64094
999,17751
999,71082
1000,5139
1000,8746
1000,23440
1000,31773
1000,59908
1000,88837
1001,11141
1001,19889
1001,24811
1001,29880
1001,77644
1002,2524
1002,3098
1002,9056
1002,12695
1002,17733
1002,22694
1002,25505
1002,47911
1002,55661
1002,63456
1002,70283
1003,13150
1003,16587
1003,38719
1003,53475
1003,99262
1004,1297
1004,47440
1005,22349
1005,85446
1005,88263
1006,27027
1006,28881
1006,33948
1006,35384
1006,97175
1007,80257
1008,2038
1008,3530
1008,19460
1008,43789
1009,2722
1009,3961
1009,9199
1009,21243
1009,26490
1010,2796
1010,4896
1010,6892
1010,10117
1010,15419
1010,15597
1010,15618
1010,18656
1010,27116
1011,2389
1011,5861
1011,9321
1011,9722
1011,21178
1011,49908
1011,67621
1011,90628
1012,2798
1012,3801
1012,6295
1012,6856
1012,43051
1012,62772
1012,65716
1012,67322
1013,5685
1013,14290
1013,19167
1013,25564
1013,63466
1013,84472
1014,2218
1014,12498
1014,16480
1014,21966
1015,1185
1015,1645
1015,30934
1015,42487
1015,53111
1016,6959
1016,13339
1017,1920
1017,5491
1017,10314
1017,18016
1017,56524
1017,80632
1017,86872
1018,4267
1018,6121
1018,9305
1018,37871
1018,38632
1018,49667
1018,69718
1018,83844
1019,1094
1019,1124
1019,4004
1019,5129
1019,5382
1019,13400
1019,21254
1019,27608
1019,28862
1019,37610
1019,43894
1019,44032
1019,58823
1019,77176
1019,87788
1020,1060
1020,1498
1020,2606
1020,3653
1020,38194
1020,51010
1020,66235
1021,10008
1021,38400
1021,52187
1021,80550
1021,84730
1021,89115
1022,1549
1022,1698
1022,1899
1022,20696
1022,84432
1023,1075
1023,2421
1023,2962
1023,3167
1023,4542
1023,5352
1023,7228
1023,7830
1023,11688
1023,17196
1023,26689
1023,95000
1024,11798
1024,63908
1024,85959
1025,1236
1025,14394
1025,21342
1025,98870
1026,2864
1026,16231
1026,17829
1026,20396
1026,31482
1026,39645
1026,40556
1026,90229
1027,1699
1027,10010
1027,17084
1027,52321
1028,1783
1028,2424
1028,2666
1028,2678
1028,2916
1028,5118
1028,5891
1028,9250
1028,13080
1028,21198
1028,21211
1028,22791
1028,24301
1028,24726
1028,52905
1029,1247
1029,1266
1029,3708
1029,6682
1029,9941
1029,27257
1029,31147
1029,36409
1029,60213
1029,95542
1030,3526
1030,13250
1030,16904
1031,8781
1031,9640
1031,13237
1031,13951
1031,25001
1031,38068
1031,61480
1032,9559
1032,15921
1032,40071
1032,41618
1032,44315
1032,74615
1033,2192
1033,2447
1033,3209
1033,4236
1033,5007
1033,7576
1033,11083
1033,11364
1033,13541
1033,13846
1033,16249
1033,20172
1033,20297
1033,24321
1033,50693
1033,56892
1033,85535
1033,90039
1034,3351
1034,3980
1034,7642
1034,24235
1034,26423
1034,39090
1035,1093
1035,1170
1035,1198
1035,2097
1035,3195
1035,3433
1035,4090
1035,17466
1035,17873
1035,53504
1035,75361
1036,1785
1036,2290
1036,2605
1036,2833
1036,4129
1036,5616
1036,6511
1036,7056
1036,9368
1036,42016
1037,2031
1037,4956
1037,5720
1037,15018
1037,39593
1038,13127
1039,1257
1039,2550
1039,3669
1039,4969
1039,7202
1039,25643
1039,26309
1039,29205
1039,68262
1039,70601
1039,73233
1040,13864
1040,54019
1040,62361
1041,6784
1041,7944
1041,8707
1041,14058
1041,24168
1041,35343
1041,36356
1041,41541
1042,4433
1042,16549
1042,17841
1042,19932
1042,22226
1042,38211
1042,40430
1042,55725
1042,83261
1042,93025
1043,1929
1043,3362
1043,8514
1044,1211
1044,4735
1044,14349
1044,41928
1044,44548
1044,79075
1044,99436
1046,2996
1046,12449
1046,12897
1046,17994
1046,43023
1046,45418
1046,47675
1047,1762
1047,9499
1047,93223
1048,1460
1048,3702
1048,4923
1048,5113
1048,7052
1048,37603
1048,44268
1048,81940
1049,2237
1049,6310
1049,7544
1049,15231
1049,69323
1050,1372
1050,6250
1050,7121
1050,8245
1050,9859
1050,14826
1050,18047
1050,20555
1050,21352
1050,34049
1050,62159
1050,71301
1050,96216
1051,1393
1051,1600
1051,1988
1051,3329
1051,13895
1051,16238
1051,38932
1051,57282
1051,61944
1051,62895
1051,67982
1051,77663
1052,2449
1052,3787
1052,19168
1052,22661
1052,44004
1052,94781
1053,16920
1054,11320
1055,6028
1055,18152
1055,27324
1055,53205
1055,56252
1055,60698
1056,1341
1056,1973
1056,3854
1056,16432
1056,17364
1056,25472
1056,50935
1056,95593
1057,1830
1057,12875
1057,17405
1057,39334
1057,47659
1057,64649
1057,99686
1058,1280
1058,3711
1058,15821
1058,16302
1058,23518
1058,27666
1058,94363
1058,96501
1058,99289
1059,1597
1059,1951
1059,5600
1059,21815
1059,35434
1059,41525
1059,93641
1060,3344
1060,5183
1060,10039
1060,10854
1060,19247
1060,79353
1061,45963
1062,2060
1062,2112
1062,6433
1062,16115
1062,17496
1062,21910
1062,22125
1062,22816
1062,42395
1063,11039
1063,20176
1064,1177
1064,1697
1064,3623
1064,10583
1064,15129
1064,18381
1064,21678
1064,33724
1064,58926
1064,59076
1065,59166
1066,2375
1066,27362
1066,33729
1066,37273
1066,43576
1066,50479
1066,55519
1066,96260
1067,1530
1067,1892
1067,2230
1067,2422
1067,5627
1067,12438
1067,19468
1067,24488
1067,32731
1067,60530
1067,94019
1067,94058
1068,1519
1068,1575
1068,1764
1068,1776
1068,2131
1068,2172
1068,4633
1068,7965
1068,38295
1068,46261
1068,62997
1069,1174
1069,5624
1069,10307
1069,12985
1069,14315
1069,15110
1069,19676
1069,48602
1069,50499
1070,3275
1070,4523
1070,9096
1070,14462
1070,38185
1071,6356
1071,53224
1072,4459
1072,4998
1072,14723
1072,17895
1072,31406
1072,45900
1072,52352
1072,55613
1072,66408
1072,77536
1073,7773
1073,44518
1073,89333
1074,1122
1074,1729
1074,2726
1074,9474
1074,44488
1074,46431
1074,63804
1074,69775
1074,76353
1074,95266
1075,12915
1075,39254
1075,46540
1075,92437
1075,94803
1076,6035
1076,44401
1077,1126
1077,1728
1077,8991
1077,39139
1077,53738
1077,61394
1077,68004
1077,77888
1078,6055
1078,7495
1078,11700
1078,13567
1078,33862
1078,43901
1079,5482
1079,17058
1079,23298
1079,43652
1080,1138
1080,22814
1080,65932
1080,81493
1080,88674
1081,54431
1082,1471
1082,3399
1082,5895
1082,69605
1083,14095
1083,63005
1083,69215
1084,3895
1084,4554
1084,6417
1084,23517
1084,35861
1084,83626
1084,91628
1085,2481
1085,7481
1085,79898
1086,1466
1086,2762
1086,9444
1086,13302
1086,35302
1086,92800
1087,1799
1087,7024
1087,22596
1087,24678
1088,3235
1088,9883
1088,30876
1089,1281
1089,6532
1089,10420
1089,15909
1089,21360
1089,30256
1090,5908
1090,59640
1090,71464
1090,77050
1091,1404
1091,1815
1091,32921
1092,5034
1092,25441
1092,27099
1092,31626
1092,52681
1092,53209
1092,68967
1093,2676
1093,3085
1093,3237
1093,5546
1093,10005
1093,26378
1093,26856
1093,30654
1093,31547
1093,48025
1093,51245
1093,89906
1094,2535
1094,3074
1094,3576
1094,4012
1094,4490
1094,4996
1094,12220
1094,12490
1094,21814
1095,4430
1095,14609
1095,24225
1095,39188
1095,57753
1095,61464
1095,85606
1095,97300
1096,2409
1096,8826
1096,12203
1096,29300
1096,52912
1097,3144
1097,3284
1097,3369
1097,6515
1097,28680
1097,47696
1097,50594
1097,76734
1097,82841
1097,83819
1098,1487
1098,12282
1098,17640
1098,30455
1098,49264
1098,71983
1098,73779
1098,75839
1098,78442
1098,78948
1099,1116
1099,1615
1099,3132
1099,6348
1099,10910
1099,18883
1099,19412
1099,27055
1100,1152
1100,1355
1100,2940
1101,72019
1102,1436
1102,3122
1102,8066
1102,20883
1102,22659
1102,23053
1102,27164
1102,35906
1102,54611
1104,1146
1104,8165
1104,16097
1104,41339
1104,55782
1104,73341
1105,1303
1105,13324
1105,13756
1105,22442
1105,38862
1105,43163
1105,78567
1106,14157
1107,3086
1107,6632
1107,9107
1107,23587
1107,72514
1107,85373
1108,1306
1108,1488
1108,2089
1108,2335
1108,9717
1108,41216
1108,53085
1109,31350
1109,42845
1110,5454
1111,1598
1111,11490
1111,43585
1112,3676
1112,3836
1112,7090
1112,14206
1112,19328
1112,22693
1112,30077
1112,79523
1113,8959
1113,63083
1113,83756
1113,96617
1114,1193
1114,1309
1114,1359
1114,1594
1114,8391
1114,12810
1114,17903
1114,20210
1114,20759
1114,21314
1114,38243
1114,62903
1115,3999
1115,4917
1115,4979
1115,10225
1115,11378
1115,12669
1115,17476
1115,20697
1115,35542
1115,47729
1115,73073
1115,79688
1116,11906
1116,18635
1116,28206
1116,33960
1117,9591
1118,3328
1118,4117
1118,6702
1118,23570
1118,31421
1118,52567
1120,2791
1120,3428
1120,14876
1120,16634
1120,37831
1121,2806
1121,8319
1121,10156
1121,19178
1121,61647
1121,69784
1122,6588
1122,20185
1122,30230
1122,42037
1123,1882
1123,2549
1123,3501
1123,3506
1123,4506
1123,6580
1123,38356
1123,78010
1124,39099
1125,2957
1125,7621
1125,9458
1125,16349
1125,32583
1125,97528
1125,98002
1126,1335
1126,4127
1126,6780
1126,26914
1126,40937
1128,1141
1128,2186
1128,4685
1128,7912
1128,8995
1128,25983
1128,31962
1128,49854
1128,78622
1129,17716
1129,26494
1129,26540
1129,31540
1129,51985
1129,64824
1129,92566
1130,6221
1130,8951
1130,13777
1130,14455
1130,25063
1130,94307
1131,3492
1131,3648
1131,5336
1131,20765
1131,27785
1131,28974
1131,46507
1132,2529
1132,7351
1132,24826
1132,61135
1133,6674
1133,13543
1133,15743
1134,1261
1134,4202
1134,9667
1134,14557
1134,37886
1134,82297
1134,85027
1135,2614
1135,2963
1135,3455
1135,6330
1135,15313
1135,21534
1135,27269
1135,34831
1135,40701
1136,1632
1136,3652
1136,6438
1136,9136
1136,11817
1136,19582
1136,29174
1137,4408
1137,5400
1137,11975
1137,14170
1137,39819
1138,1283
1138,1398
1138,2051
1138,2883
1138,8396
1138,9360
1138,33352
1138,51148
1138,56042
1138,90008
1138,91839
1139,2349
1139,3572
1139,4025
1139,7804
1139,15136
1139,30645
1139,41281
1139,46407
1139,51191
1139,65094
1139,66917
1140,25292
1140,71586
1141,7259
1141,13417
1141,39331
1142,4139
1142,10586
1142,32171
1142,43618
1142,44643
1142,47298
1142,62403
1142,79779
1143,8250
1143,15901
1143,22177
1143,51863
1143,56718
1143,68581
1144,6996
1144,20810
1144,69381
1145,3035
1145,3240
1145,4418
1145,11884
1145,23685
1145,37799
1145,41059
1145,43273
1145,43443
1145,79764
1146,6514
1146,29595
1147,9959
1147,28043
1148,3437
1148,3489
1148,22690
1148,24657
1148,36678
1148,37044
1148,77231
1148,79516
1149,3704
1149,7100
1149,7168
1149,58424
1149,88477
1150,6604
1150,68595
1150,81941
1151,1294
1151,1613
1151,3656
1151,9923
1151,30525
1151,33092
1151,33110
1152,48899
1152,52264
1153,2519
1153,2809
1153,22435
1153,55521
1153,96093
1154,5403
1154,25043
1154,33224
1154,80497
1155,1588
1155,2257
1155,3943
1155,5093
1155,5251
1155,53546
1155,57726
1156,1358
1156,1449
1156,2930
1156,2985
1156,5460
1156,9308
1156,15892
1156,20953
1156,41580
1157,2062
1157,3500
1157,4121
1157,55959
1157,92082
1158,2675
1158,3215
1158,3472
1158,4742
1158,7701
1158,7867
1158,8847
1158,9253
1158,13890
1158,14848
1158,15535
1158,16212
1158,18918
1158,33443
1158,92476
1159,3673
1159,16378
1159,41508
1159,53135
1160,30710
1160,32898
1160,45245
1160,54403
1161,30024
1162,7631
1162,52313
1162,61987
1162,78635
1163,3017
1163,54594
1164,34503
1165,1676
1165,1809
1165,3287
1165,10177
1165,86159
1166,14226
1166,17103
1166,25506
1166,49164
1166,64925
1167,23074
1167,43065
1168,1245
1168,3113
1168,5015
1168,8272
1168,9681
1168,15417
1168,25353
1168,73943
1168,78387
1168,88436
1169,3247
1169,6072
1169,34979
1169,50553
1169,73582
1171,2577
1171,3011
1171,4905
1171,5659
1171,6551
1171,7227
1171,10605
1171,65886
1172,3722
1172,4709
1172,13663
1172,37529
1172,38380
1172,65627
1172,75413
1174,14128
1174,27870
1174,42790
1174,89421
1175,3169
1175,4723
1175,6874
1175,12161
1175,24189
1175,58189
1175,73956
1175,75576
